index,Station,Lat,Long,Alt,Date,O18Avg,H2avg,dex,Precipitation (kg/m^2/s),Temperature (K)
9078,RES,74.43,-94.59,67.0,1995-07-02,-18.49,-144.1,3.819999999999993,0.0,273.8657
9080,ALR,82.31,-62.17,30.0,1995-07-02,-19.16,-144.7,8.580000000000013,1.2171896e-05,273.778
9082,EUR,79.59,-85.56,10.0,1995-07-02,-15.46,-126.5,-2.819999999999993,0.0,275.89957
9083,CAM,69.6,-105.8,27.0,1995-07-02,-16.49,-123.7,8.219999999999985,0.0,275.7022
9107,OTT,45.32,-75.67,114.0,1995-07-15,-6.6,-43.3,,0.0,289.3211
9108,RES,74.43,-94.59,67.0,1995-08-02,-12.83,-102.8,-0.1599999999999966,0.0,274.35782
9109,CAM,69.6,-105.8,27.0,1995-08-02,-19.38,-145.6,9.439999999999998,5.898225e-06,275.57816
9119,ALR,82.31,-62.17,30.0,1995-08-02,-24.29,-183.5,10.819999999999993,0.0,275.58838
9122,EUR,79.59,-85.56,10.0,1995-08-02,-21.54,-165.5,6.819999999999993,0.0,276.80164
9136,OTT,45.32,-75.67,114.0,1995-08-15,-5.9,-37.9,,0.0,288.57022
9145,RES,74.43,-94.59,67.0,1995-09-02,-18.73,-145.3,4.539999999999992,0.0,276.30273
9146,EUR,79.59,-85.56,10.0,1995-09-02,-24.185000000000002,-182.6,10.880000000000024,0.0,271.28137
9147,CAM,69.6,-105.8,27.0,1995-09-02,-20.25,-152.4,9.599999999999994,0.0,278.2608
9148,ALR,82.31,-62.17,30.0,1995-09-02,-26.095,-194.0,14.759999999999991,1.2548873e-05,271.1774
9179,OTT,45.32,-75.67,114.0,1995-09-15,-8.3,-52.9,,0.0,290.01013
9180,ALR,82.31,-62.17,30.0,1995-10-02,-31.49,-227.6,24.319999999999993,0.0,260.8135
9181,EUR,79.59,-85.56,10.0,1995-10-02,-34.345,-261.3,13.45999999999998,0.0,260.0869
9182,CAM,69.6,-105.8,27.0,1995-10-02,-21.1,-155.9,12.900000000000006,0.0,269.26077
9184,RES,74.43,-94.59,67.0,1995-10-02,-23.1,-175.1,9.700000000000017,7.97769e-06,268.5401
9198,OTT,45.32,-75.67,114.0,1995-10-15,-6.9,-53.7,,1.9598983e-05,279.41385
9217,CAM,69.6,-105.8,27.0,1995-11-02,-29.275,-217.3,16.899999999999977,5.4092307e-06,265.9474
9218,ALR,82.31,-62.17,30.0,1995-11-02,-29.134999999999998,-213.05,20.029999999999973,0.0,241.2949
9223,EUR,79.59,-85.56,10.0,1995-11-02,-30.235,-232.7,9.180000000000007,0.0,249.3713
9227,RES,74.43,-94.59,67.0,1995-11-02,-28.60363636363636,-215.65863636363636,13.170454545454533,0.0,262.9486
9235,OTT,45.32,-75.67,114.0,1995-11-15,-13.5,-90.8,,0.0,273.96573
9252,ALR,82.31,-62.17,30.0,1995-12-02,-38.86,-291.1,19.779999999999973,0.0,246.46721
9254,CAM,69.6,-105.8,27.0,1995-12-02,-38.05,-292.8,11.599999999999966,0.0,240.41356
9255,RES,74.43,-94.59,67.0,1995-12-02,-33.74,-257.59999999999997,12.32000000000005,0.0,240.69354
9256,EUR,79.59,-85.56,10.0,1995-12-02,-40.45,-329.1,-5.5,0.0,237.44722
9293,RES,74.43,-94.59,67.0,1996-01-02,-35.391000000000005,-276.585,6.543000000000063,0.0,245.17427
9296,EUR,79.59,-85.56,10.0,1996-01-02,-35.72,-287.7,-1.9399999999999977,0.0,237.98325
9298,CAM,69.6,-105.8,27.0,1996-01-02,-38.93,-298.7,12.740000000000009,1.7073933e-05,249.70047
9302,ALR,82.31,-62.17,30.0,1996-01-02,-38.32,-288.3,18.25999999999999,3.2872372e-06,241.53552
9306,OTT,45.32,-75.67,114.0,1996-01-15,-13.7,-94.8,,4.873656e-05,262.37936
9324,RES,74.43,-94.59,67.0,1996-02-02,-33.14,-249.9,15.219999999999999,0.0,236.58961
9328,ALR,82.31,-62.17,30.0,1996-02-02,-37.55,-283.9,16.5,0.0,235.5981
9329,CAM,69.6,-105.8,27.0,1996-02-02,-28.75,-219.3,10.699999999999989,4.902596e-06,247.40295
9330,EUR,79.59,-85.56,10.0,1996-02-02,-37.55,-283.9,16.5,0.0,231.69318
9343,OTT,45.32,-75.67,114.0,1996-02-15,-17.1,-121.6,,0.0,257.6794
9360,RES,74.43,-94.59,67.0,1996-03-02,-34.62,-264.95,12.009999999999991,8.978645e-06,237.3955
9363,EUR,79.59,-85.56,10.0,1996-03-02,-35.18,-266.72,14.71999999999997,0.0,230.30348
9369,CAM,69.6,-105.8,27.0,1996-03-02,-28.78,-227.64,2.6000000000000227,7.397184e-06,240.17256
9377,ALR,82.31,-62.17,30.0,1996-03-02,-35.144999999999996,-270.11,11.049999999999955,0.0,237.65388
9378,OTT,45.32,-75.67,114.0,1996-03-15,-12.7,,,0.0,265.8036
9400,CAM,69.6,-105.8,27.0,1996-04-02,-26.93,-204.19,11.25,0.0,242.62115
9409,RES,74.43,-94.59,67.0,1996-04-02,-29.68,-228.23,9.210000000000008,0.0,242.69019
9410,EUR,79.59,-85.56,10.0,1996-04-02,-30.71,-227.83,17.849999999999994,0.0,237.66197
9411,ALR,82.31,-62.17,30.0,1996-04-02,-28.55,-195.46,32.94,0.0,239.47908
9430,OTT,45.32,-75.67,114.0,1996-04-15,-10.4,-71.0,,0.0,277.7242
9434,RES,74.43,-94.59,67.0,1996-05-02,-26.03,-199.56,8.680000000000007,2.2157452e-05,264.8122
9443,CAM,69.6,-105.8,27.0,1996-05-02,-21.36,-166.99,3.8899999999999864,0.0,268.4792
9448,EUR,79.59,-85.56,10.0,1996-05-02,-29.25,-229.76,4.240000000000009,4.7471444e-06,269.54382
9449,ALR,82.31,-62.17,30.0,1996-05-02,-29.55,-220.25,16.150000000000006,0.0,268.54578
9450,OTT,45.32,-75.67,114.0,1996-05-15,-10.6,-75.8,,0.0,288.49036
9468,EUR,79.59,-85.56,10.0,1996-06-02,-24.3,-187.66,6.740000000000009,0.0,272.18655
9469,RES,74.43,-94.59,67.0,1996-06-02,-21.39,-165.35,5.77000000000001,0.0,270.64746
9483,CAM,69.6,-105.8,27.0,1996-06-02,-19.365833333333338,-149.95499999999998,4.971666666666721,1.7199276e-05,270.0222
9484,ALR,82.31,-62.17,30.0,1996-06-02,-24.04,-186.36,5.9599999999999795,6.404169e-06,267.5466
9501,OTT,45.32,-75.67,114.0,1996-06-15,-7.2,-42.6,,0.0,290.74268
9505,CAM,69.6,-105.8,27.0,1996-07-02,-18.86,-147.41,3.469999999999999,0.0,278.0597
9507,RES,74.43,-94.59,67.0,1996-07-02,-17.12,-136.14,0.8200000000000216,0.0,277.60568
9508,EUR,79.59,-85.56,10.0,1996-07-02,-19.79,-160.53,-2.210000000000008,0.0,279.2601
9512,ALR,82.31,-62.17,30.0,1996-07-02,-22.22,-168.24,9.519999999999982,0.0,276.76205
9530,OTT,45.32,-75.67,114.0,1996-07-15,-9.5,-62.8,,0.0,290.73367
9540,EUR,79.59,-85.56,10.0,1996-08-02,-26.285,-201.82,8.460000000000008,0.0,277.68353
9541,CAM,69.6,-105.8,27.0,1996-08-02,-21.91,-166.41,8.870000000000005,0.0,280.20935
9543,RES,74.43,-94.59,67.0,1996-08-02,-18.44,-140.69,6.8300000000000125,0.0,277.14185
9544,ALR,82.31,-62.17,30.0,1996-08-02,-25.71,-196.71,8.969999999999999,0.0,277.3836
9558,OTT,45.32,-75.67,114.0,1996-08-15,-6.3,-38.9,,0.0,290.64438
9576,EUR,79.59,-85.56,10.0,1996-09-02,-25.215,-191.9,9.819999999999993,0.0,272.2547
9584,CAM,69.6,-105.8,27.0,1996-09-02,-16.58,-124.59,8.049999999999983,0.0,272.93262
9585,ALR,82.31,-62.17,30.0,1996-09-02,-22.63,-183.49,-2.450000000000017,0.0,269.31473
9593,RES,74.43,-94.59,67.0,1996-09-02,-24.02,-134.69,57.47,0.0,271.13312
9607,OTT,45.32,-75.67,114.0,1996-09-15,-9.0,-59.2,,1.9104034e-05,285.88416
9624,CAM,69.6,-105.8,27.0,1996-10-02,-23.8,-181.9,8.5,0.0,272.1628
9626,ALR,82.31,-62.17,30.0,1996-10-02,-31.0,-215.5,32.5,0.0,259.94965
9627,EUR,79.59,-85.56,10.0,1996-10-02,-30.63,-229.3,15.73999999999998,0.0,264.14923
9629,RES,74.43,-94.59,67.0,1996-10-02,-23.050416666666667,-169.85624999999996,14.547083333333376,0.0,270.22577
9647,OTT,45.32,-75.67,114.0,1996-10-15,-12.7,-87.5,,3.777125e-05,281.19553
9654,RES,74.43,-94.59,67.0,1996-11-02,-28.60363636363636,-215.65863636363636,13.170454545454533,0.0,252.7364
9659,ALR,82.31,-62.17,30.0,1996-11-02,-28.72,-212.9,16.859999999999985,0.0,249.57684
9662,CAM,69.6,-105.8,27.0,1996-11-02,-24.33,-185.6,9.039999999999992,0.0,252.92137
9664,EUR,79.59,-85.56,10.0,1996-11-02,-32.04,-238.8,17.519999999999982,0.0,243.34229
9682,OTT,45.32,-75.67,114.0,1996-11-15,-13.4,-92.2,,0.0,266.66058
9697,RES,74.43,-94.59,67.0,1996-12-02,-33.74,-257.59999999999997,12.32000000000005,0.0,254.30525
9698,EUR,79.59,-85.56,10.0,1996-12-02,-33.7,-254.8,14.800000000000011,0.0,236.38217
9699,ALR,82.31,-62.17,30.0,1996-12-02,-33.93,-246.2,25.24000000000001,0.0,243.73854
9700,CAM,69.6,-105.8,27.0,1996-12-02,-35.01,-263.2,16.879999999999995,0.0,251.53033
9718,OTT,45.32,-75.67,114.0,1996-12-15,-16.4,-108.5,,0.00035899266,290.47653
9731,CAM,69.6,-105.8,27.0,1997-01-02,-33.64,-261.7,7.420000000000016,0.0,243.21194
9732,ALR,82.31,-62.17,30.0,1997-01-02,-36.37,-277.54999999999995,13.410000000000025,0.0,239.12727
9733,EUR,79.59,-85.56,10.0,1997-01-02,-37.65,-293.6,7.599999999999966,0.0,236.60524
9734,RES,74.43,-94.59,67.0,1997-01-02,-35.391000000000005,-276.585,6.543000000000063,0.0,245.13045
9735,OTT,45.32,-75.67,114.0,1997-01-02,-17.41,-124.92,14.36,0.0,263.98325
9738,BAB,47.98,-55.82,190.0,1997-02-02,-10.52,-50.7,33.46,9.899068e-06,271.9794
9739,SNA,63.52,-116.0,241.0,1997-02-02,-9.35,-125.1485,-125.1485,0.0,237.14922
9742,SKT,52.1,-106.43,504.0,1997-02-02,-17.03,-150.48,-150.48,0.0,265.38464
9745,OTT,45.32,-75.67,114.0,1997-02-02,-12.7,-115.42,-13.820000000000007,0.0,264.105
9746,ELA,49.67,-93.72,369.0,1997-02-02,-24.155,-191.0,-191.0,0.0,265.63516
9747,SAT,48.78,-123.13,178.0,1997-02-02,-11.275,-81.91,-81.91,0.00011174024,278.2805
9748,HAB,46.29,-64.15,45.0,1997-02-02,-12.08,-91.78,-91.78,0.0,268.47858
9749,CAM,69.6,-105.8,27.0,1997-02-02,-33.13,-266.6,-1.5600000000000023,0.0,242.78203
9750,CPA,49.82,-74.97,382.0,1997-02-02,-21.83,-174.9,-0.2600000000000193,0.0,256.63638
9751,EUR,79.59,-85.56,10.0,1997-02-02,-32.42,-257.2,2.160000000000025,0.0,234.16078
9752,BON,49.38,-82.12,245.0,1997-02-02,-19.37,-152.1,-152.1,0.0,261.8164
9753,EGB,44.23,-79.77,224.0,1997-02-02,-10.5,-86.66,-86.66,0.0,267.5686
9754,RES,74.43,-94.59,67.0,1997-02-02,-36.705,-288.2,5.439999999999998,0.0,239.0962
9755,ALR,82.31,-62.17,30.0,1997-02-02,-42.38,-323.5,15.54000000000002,9.236789e-06,237.41603
9756,CPA,49.82,-74.97,382.0,1997-03-02,-14.54,-125.9,-9.580000000000013,0.0,262.78033
9757,BON,49.38,-82.12,245.0,1997-03-02,-18.53,-139.0,-139.0,0.0,270.66394
9758,OTT,45.32,-75.67,114.0,1997-03-02,-15.9,-117.8,9.400000000000006,0.0,267.1139
9759,ELA,49.67,-93.72,369.0,1997-03-02,-20.49,-167.85,-167.85,0.0,272.40363
9760,SNA,63.52,-116.0,241.0,1997-03-02,-23.75,-202.965,-202.965,0.0,255.46223
9761,ALR,82.31,-62.17,30.0,1997-03-02,-30.16,-232.3,8.97999999999999,4.3477594e-06,239.47095
9762,GOB,53.32,-60.42,46.0,1997-03-02,-18.81,-150.5,-150.5,2.1489002e-05,257.94186
9763,RES,74.43,-94.59,67.0,1997-03-02,-33.96,-261.4,10.28000000000003,3.2530508e-05,250.32332
9764,EUR,79.59,-85.56,10.0,1997-03-02,-30.74,-244.6,1.3199999999999932,0.0,230.63715
9765,EGB,44.23,-79.77,224.0,1997-03-02,-14.05,-109.4,-109.4,3.3410637e-05,270.16956
9766,SAT,48.78,-123.13,178.0,1997-03-02,-10.9,-84.31,-84.31,0.0,276.90762
9768,CAM,69.6,-105.8,27.0,1997-03-02,-39.0,-308.3,3.6999999999999886,3.6102365e-06,252.05408
9769,HAB,46.29,-64.15,45.0,1997-03-02,-13.53,-105.5,-105.5,0.0,265.3229
9771,BAB,47.98,-55.82,190.0,1997-03-02,-8.605,-48.04,20.8,0.0,256.66772
9772,SKT,52.1,-106.43,504.0,1997-03-02,-17.05,-122.49,-122.49,8.9970796e-05,269.80527
9773,EST,51.67,-110.2,707.0,1997-03-02,-19.45,-155.6,-155.6,7.169201e-05,270.6988
9774,SAT,48.78,-123.13,178.0,1997-04-02,-6.94,-59.28,-59.28,5.0748753e-05,280.03778
9775,ELA,49.67,-93.72,369.0,1997-04-02,-10.805,-93.86,-93.86,2.16961e-05,278.85416
9776,OTT,45.32,-75.67,114.0,1997-04-02,-13.2,-93.0,12.599999999999994,0.0,274.8534
9777,EUR,79.59,-85.56,10.0,1997-04-02,-30.16,-260.6,-19.32000000000002,0.0,236.98125
9778,ALR,82.31,-62.17,30.0,1997-04-02,-32.31,-247.1,11.380000000000024,2.7053236e-06,235.70741
9779,BON,49.38,-82.12,245.0,1997-04-02,-10.18,-82.02,-82.02,0.0,274.35855
9780,HAB,46.29,-64.15,45.0,1997-04-02,-11.41,-96.585,-96.585,7.824861e-05,272.20703
9781,SNA,63.52,-116.0,241.0,1997-04-02,-19.19,-160.957,-160.957,0.0,263.21637
9782,CPA,49.82,-74.97,382.0,1997-04-02,-11.265,-80.27,9.850000000000009,0.0,268.05704
9783,GOB,53.32,-60.42,46.0,1997-04-02,-9.915,-83.85,-83.85,0.0,264.94278
9784,EGB,44.23,-79.77,224.0,1997-04-02,-12.45,-101.55,-101.55,0.0,276.3523
9786,BAB,47.98,-55.82,190.0,1997-04-02,-10.88,-27.485,59.55500000000001,0.000119959404,267.66586
9789,CAM,69.6,-105.8,27.0,1997-04-02,-23.51,-182.0,6.0800000000000125,0.0,243.68814
9790,EST,51.67,-110.2,707.0,1997-04-02,-18.42,-166.9,-166.9,0.0,272.3415
9791,RES,74.43,-94.59,67.0,1997-04-02,-28.98,-219.2,12.640000000000015,0.0,242.12411
9792,EST,51.67,-110.2,707.0,1997-05-02,-12.4,-110.7,-110.7,0.0,290.3496
9793,SNA,63.52,-116.0,241.0,1997-05-02,-20.31,-165.416,-165.416,0.0,274.15448
9794,GOB,53.32,-60.42,46.0,1997-05-02,-11.03,-84.23,-84.23,0.0,279.6946
9795,BAB,47.98,-55.82,190.0,1997-05-02,-7.55,-50.455,9.945,0.0,278.73886
9797,SAT,48.78,-123.13,178.0,1997-05-02,-7.61,-59.71,-59.71,0.0,282.23233
9798,OTT,45.32,-75.67,114.0,1997-05-02,-10.9,-71.8,15.400000000000006,0.0,289.83258
9799,HAB,46.29,-64.15,45.0,1997-05-02,-8.790000000000001,-71.4,-71.4,0.0,282.36566
9801,BON,49.38,-82.12,245.0,1997-05-02,-14.44,-115.0,-115.0,1.4131603e-05,287.16098
9802,ELA,49.67,-93.72,369.0,1997-05-02,-13.34,-106.6,-106.6,0.0,290.22348
9803,EGB,44.23,-79.77,224.0,1997-05-02,-8.42,-68.3,-68.3,1.6644504e-05,289.0458
9804,RES,74.43,-94.59,67.0,1997-05-02,-22.41,-170.4,8.879999999999995,6.1140045e-06,260.88904
9806,EUR,79.59,-85.56,10.0,1997-05-02,-28.13,-180.7,44.34,0.0,249.91779
9807,CAM,69.6,-105.8,27.0,1997-05-02,-21.27,-162.8,7.359999999999985,0.0,263.8175
9808,ALR,82.31,-62.17,30.0,1997-05-02,-26.455,-200.6,11.039999999999992,0.0,253.96246
9809,CPA,49.82,-74.97,382.0,1997-05-02,-15.29,-117.0,5.319999999999993,6.5970075e-05,283.3373
9810,OTT,45.32,-75.67,114.0,1997-06-02,-8.2,-54.0,11.599999999999994,0.0004562623,292.17093
9811,EST,51.67,-110.2,707.0,1997-06-02,-13.26,-107.0,-107.0,0.0,279.84903
9812,ELA,49.67,-93.72,369.0,1997-06-02,-10.15,-81.14,-81.14,0.00012384387,282.91663
9813,ALR,82.31,-62.17,30.0,1997-06-02,-23.525454545454544,-144.5,,0.0,269.5666
9814,SNA,63.52,-116.0,241.0,1997-06-02,-15.92,-131.775,-131.775,0.0,278.58777
9815,BON,49.38,-82.12,245.0,1997-06-02,-7.03,-63.08,-63.08,0.0,285.3484
9816,CPA,49.82,-74.97,382.0,1997-06-02,-8.245,-60.18,5.779999999999994,3.2074546e-05,288.5109
9817,GOB,53.32,-60.42,46.0,1997-06-02,-9.97,-81.59,-81.59,0.0,281.8064
9818,SAT,48.78,-123.13,178.0,1997-06-02,-7.64,-67.07,-67.07,0.0,287.37296
9820,RES,74.43,-94.59,67.0,1997-06-02,-28.82,-213.21,17.349999999999994,0.0,272.76053
9821,EUR,79.59,-85.56,10.0,1997-06-02,-21.85,-168.9,5.900000000000006,1.3675025e-05,273.81268
9822,BAB,47.98,-55.82,190.0,1997-06-02,-5.835,-76.48,-29.8,0.0,284.85822
9824,SKT,52.1,-106.43,504.0,1997-06-02,-12.91,-104.12,-104.12,0.0,279.1794
9825,HAB,46.29,-64.15,45.0,1997-06-02,-7.39,-55.85,-55.85,4.2430933e-05,286.63284
9826,EGB,44.23,-79.77,224.0,1997-06-02,-6.08,-43.18,-43.18,0.00047272033,291.92053
9827,CAM,69.6,-105.8,27.0,1997-06-02,-21.98,-162.6,13.240000000000009,0.0,270.62933
9828,CPA,49.82,-74.97,382.0,1997-07-02,-9.78,-75.1,3.1400000000000006,0.0,293.13986
9829,BON,49.38,-82.12,245.0,1997-07-02,-7.29,-57.48,-57.48,0.0,290.86923
9830,ALR,82.31,-62.17,30.0,1997-07-02,-24.67,-189.9,7.460000000000008,0.0,274.04556
9831,EGB,44.23,-79.77,224.0,1997-07-02,-6.315,-47.815,-47.815,0.0,296.2345
9832,CAM,69.6,-105.8,27.0,1997-07-02,-18.82,-149.7,0.8600000000000136,8.217246e-06,278.63147
9833,EST,51.67,-110.2,707.0,1997-07-02,-11.72,-99.125,-99.125,0.0,289.75555
9835,GOB,53.32,-60.42,46.0,1997-07-02,-10.66,-79.47,-79.47,0.0,288.36063
9836,OTT,45.32,-75.67,114.0,1997-07-02,-4.9,-40.0,-0.7999999999999972,0.0,297.62546
9837,BAB,47.98,-55.82,190.0,1997-07-02,-7.155,-91.18,-33.94,8.136027e-05,287.4622
9839,ELA,49.67,-93.72,369.0,1997-07-02,-8.36,-62.35,-62.35,0.00019607515,293.5226
9840,SNA,63.52,-116.0,241.0,1997-07-02,-11.71,-105.45,-105.45,0.0,290.81494
9841,SKT,52.1,-106.43,504.0,1997-07-02,-11.58,-95.97,-95.97,1.9583551e-05,289.74814
9842,HAB,46.29,-64.15,45.0,1997-07-02,-5.045,-38.99,-38.99,0.00026754627,291.7777
9843,EUR,79.59,-85.56,10.0,1997-07-02,-21.13,-169.4,-0.36000000000001364,0.0,279.15286
9844,SAT,48.78,-123.13,178.0,1997-07-02,-6.15,-51.555,-51.555,0.0,289.7267
9845,RES,74.43,-94.59,67.0,1997-07-02,-17.07,-138.4,-1.8400000000000034,0.0,277.69138
9847,CPA,49.82,-74.97,382.0,1997-08-02,-10.28,-75.47,6.769999999999996,2.1850174e-05,293.25012
9848,EGB,44.23,-79.77,224.0,1997-08-02,-9.25,-67.54,-67.54,0.0,294.6355
9849,HAB,46.29,-64.15,45.0,1997-08-02,-6.84,-53.2,-53.2,0.0,291.04153
9851,EUR,79.59,-85.56,10.0,1997-08-02,-23.5,-181.7,6.300000000000011,0.0,273.20804
9852,ALR,82.31,-62.17,30.0,1997-08-02,-26.42,-203.95,7.410000000000025,0.0,274.5104
9853,BAB,47.98,-55.82,190.0,1997-08-02,-6.65,-113.71,-60.51,1.9668678e-05,290.42245
9854,BON,49.38,-82.12,245.0,1997-08-02,-11.71,-83.425,-83.425,2.3570172e-05,295.68127
9855,SAT,48.78,-123.13,178.0,1997-08-02,-5.34,-50.355,-50.355,8.711005e-06,286.42477
9856,GOB,53.32,-60.42,46.0,1997-08-02,-13.73,-103.7,-103.7,0.0,287.87595
9857,SKT,52.1,-106.43,504.0,1997-08-02,-14.96,-116.33,-116.33,3.2059434e-05,288.18994
9858,SNA,63.52,-116.0,241.0,1997-08-02,-17.62,-148.55,-148.55,0.0,285.0069
9859,RES,74.43,-94.59,67.0,1997-08-02,-21.14,-159.65,9.469999999999999,0.0,276.63617
9860,CAM,69.6,-105.8,27.0,1997-08-02,-19.57,-150.4,6.159999999999997,0.0,282.4496
9861,EST,51.67,-110.2,707.0,1997-08-02,-11.09,-101.95,-101.95,5.2009207e-05,289.18402
9862,ELA,49.67,-93.72,369.0,1997-08-02,-11.11,-88.955,-88.955,0.0,293.64023
9863,OTT,45.32,-75.67,114.0,1997-08-02,-10.7,-69.2,16.39999999999999,0.0,295.67737
9864,CAM,69.6,-105.8,27.0,1997-09-02,-18.79,-137.7,12.620000000000005,0.0,274.16983
9865,SKT,52.1,-106.43,504.0,1997-09-02,-13.57,-92.77,-92.77,4.334245e-05,278.13123
9866,CPA,49.82,-74.97,382.0,1997-09-02,-11.38,-84.655,6.385000000000005,0.0,295.16617
9867,BON,49.38,-82.12,245.0,1997-09-02,-8.16,-56.195,-56.195,0.0,298.3271
9868,SAT,48.78,-123.13,178.0,1997-09-02,-6.96,-50.45,-50.45,0.0,284.28604
9869,ELA,49.67,-93.72,369.0,1997-09-02,-4.78,-64.845,-64.845,0.0,298.2291
9870,EUR,79.59,-85.56,10.0,1997-09-02,-27.845,-205.9,16.859999999999985,0.0,266.9981
9872,SNA,63.52,-116.0,241.0,1997-09-02,-8.91,-96.175,-96.175,0.0,278.64557
9873,ALR,82.31,-62.17,30.0,1997-09-02,-26.56,-199.4,13.079999999999984,0.0,268.2458
9875,HAB,46.29,-64.15,45.0,1997-09-02,-6.85,-49.525,-49.525,0.0,294.38934
9876,EGB,44.23,-79.77,224.0,1997-09-02,-5.54,-36.615,-36.615,0.0,294.40448
9877,EST,51.67,-110.2,707.0,1997-09-02,-13.64,-107.45,-107.45,0.0,277.05933
9878,GOB,53.32,-60.42,46.0,1997-09-02,-11.33,-86.33,-86.33,7.087655e-05,286.42313
9879,BAB,47.98,-55.82,190.0,1997-09-02,-5.79,-93.095,-46.775,0.00011641287,288.41098
9880,RES,74.43,-94.59,67.0,1997-09-02,-22.5,-169.6,10.400000000000006,0.0,270.79956
9881,OTT,45.32,-75.67,114.0,1997-09-02,-9.8,-67.3,11.100000000000009,0.0,295.4397
9882,EGB,44.23,-79.77,224.0,1997-10-02,-13.27,-89.765,-89.765,1.001434e-05,285.83102
9883,SNA,63.52,-116.0,241.0,1997-10-02,-20.925,-156.2,-156.2,0.0,267.6983
9884,BON,49.38,-82.12,245.0,1997-10-02,-12.295,-89.99055555555556,-89.99055555555556,7.346171e-06,279.95502
9885,BAB,47.98,-55.82,190.0,1997-10-02,-7.86,-81.195,-18.31499999999999,0.0,285.36676
9886,ALR,82.31,-62.17,30.0,1997-10-02,-28.75,-215.05,14.949999999999989,0.0,260.65463
9887,GOB,53.32,-60.42,46.0,1997-10-02,-11.58,-81.96,-81.96,1.2036061e-05,286.26022
9888,OTT,45.32,-75.67,114.0,1997-10-02,-19.9,-134.9,24.299999999999983,1.584321e-05,286.95663
9890,EUR,79.59,-85.56,10.0,1997-10-02,-28.3,-250.8,-24.400000000000006,3.1038635e-05,266.23926
9892,CPA,49.82,-74.97,382.0,1997-10-02,-12.745,-94.285,7.674999999999997,4.0379386e-05,280.9492
9893,HAB,46.29,-64.15,45.0,1997-10-02,-13.15,-98.62,-98.62,2.200304e-05,287.4336
9894,SKT,52.1,-106.43,504.0,1997-10-02,-11.42,-75.31,-75.31,0.0,278.60568
9895,SAT,48.78,-123.13,178.0,1997-10-02,-7.255,-55.03,-55.03,0.000121823374,284.63037
9896,EST,51.67,-110.2,707.0,1997-10-02,-17.47,-129.35,-129.35,0.0,279.94922
9897,CAM,69.6,-105.8,27.0,1997-10-02,-24.31,-183.6,10.879999999999995,6.336608e-06,265.7642
9898,ELA,49.67,-93.72,369.0,1997-10-02,-9.89,-72.385,-72.385,0.0,279.0595
9899,RES,74.43,-94.59,67.0,1997-10-02,-23.295,-179.35,7.010000000000019,2.2284303e-05,270.94504
9900,GOB,53.32,-60.42,46.0,1997-11-02,-16.81,-127.8,-127.8,1.1563964e-05,272.18774
9901,ALR,82.31,-62.17,30.0,1997-11-02,-29.71,-224.8,12.879999999999995,0.0,240.46533
9904,SNA,63.52,-116.0,241.0,1997-11-02,-19.8,-168.4,-168.4,7.2556472e-06,261.16983
9905,RES,74.43,-94.59,67.0,1997-11-02,-23.19,-175.8,9.719999999999999,2.369916e-05,261.70563
9906,ELA,49.67,-93.72,369.0,1997-11-02,-19.26,-147.05,-147.05,1.3554639e-05,275.04727
9907,HAB,46.29,-64.15,45.0,1997-11-02,-14.24,-104.85,-104.85,9.328979e-06,281.90875
9909,SAT,48.78,-123.13,178.0,1997-11-02,-9.09,-66.05,-66.05,0.0,284.2731
9910,EUR,79.59,-85.56,10.0,1997-11-02,-31.08,-238.0,10.639999999999986,7.4756913e-06,248.96988
9911,OTT,45.32,-75.67,114.0,1997-11-02,-16.0,-110.2,17.799999999999997,4.152923e-05,284.12604
9913,CPA,49.82,-74.97,382.0,1997-11-02,-16.92,-130.85,4.510000000000019,1.9954881e-05,279.79947
9914,BON,49.38,-82.12,245.0,1997-11-02,-17.08,-129.7911111111111,-129.7911111111111,0.0001252202,281.7431
9915,CAM,69.6,-105.8,27.0,1997-11-02,-24.65,-189.3,7.899999999999977,3.922637e-06,261.9558
9916,EGB,44.23,-79.77,224.0,1997-11-02,-14.825,-100.85,-100.85,5.039767e-05,284.6491
9917,BAB,47.98,-55.82,190.0,1997-11-02,-7.42,-89.42,-30.06,0.0,276.56522
9918,ALR,82.31,-62.17,30.0,1997-12-02,-31.72,-242.8,10.95999999999998,0.0,240.85356
9919,GOB,53.32,-60.42,46.0,1997-12-02,-13.52,-105.0,-105.0,1.0217748e-05,264.11887
9920,EGB,44.23,-79.77,224.0,1997-12-02,-14.95,-108.8,-108.8,0.0,267.4439
9921,ELA,49.67,-93.72,369.0,1997-12-02,-15.255,-133.7,-133.7,0.0,256.74734
9922,EUR,79.59,-85.56,10.0,1997-12-02,-34.88,-274.4,4.640000000000043,0.0,235.11726
9923,HAB,46.29,-64.15,45.0,1997-12-02,-11.26,-79.345,-79.345,0.0,265.97333
9924,BAB,47.98,-55.82,190.0,1997-12-02,-12.23,-59.34,38.5,0.0,270.45358
9925,SAT,48.78,-123.13,178.0,1997-12-02,-9.48,-69.53,-69.53,0.0,271.4642
9928,SNA,63.52,-116.0,241.0,1997-12-02,-22.1,-172.4,-172.4,0.0,257.20636
9929,OTT,45.32,-75.67,114.0,1997-12-02,-17.4,-120.8,18.39999999999999,0.0,266.28098
9930,RES,74.43,-94.59,67.0,1997-12-02,-30.93,-239.9,7.539999999999992,0.0,248.78893
